Severity,Principal_Components_0,Principal_Components_1,Principal_Components_2,Principal_Components_3,Principal_Components_4,Principal_Components_5,Principal_Components_6,Principal_Components_7,Principal_Components_8,Principal_Components_9,Principal_Components_10,Principal_Components_11,Principal_Components_12,Principal_Components_13,Principal_Components_14,Principal_Components_15,Principal_Components_16,Principal_Components_17,Principal_Components_18,Principal_Components_19,Principal_Components_20,Principal_Components_21,Principal_Components_22,Principal_Components_23,Principal_Components_24,Principal_Components_25,Principal_Components_26,Principal_Components_27,Principal_Components_28,Principal_Components_29,Principal_Components_30,Principal_Components_31,Principal_Components_32,Principal_Components_33,Principal_Components_34,Principal_Components_35,Principal_Components_36,Principal_Components_37,Principal_Components_38,Principal_Components_39,Principal_Components_40,Principal_Components_41,Principal_Components_42,Principal_Components_43,Principal_Components_44,Principal_Components_45,Principal_Components_46,Principal_Components_47,Principal_Components_48,Principal_Components_49
macule,2548.8391977348833,2354.703454032955,-1729.9705903202591,139.9349836495625,306.71032961273113,1505.78198032871,-869.6198341129606,-745.3822718838015,-1835.8093337119913,-161.66166503107797,-148.9999922717757,-1190.9497069608624,360.36207353414113,-1286.6275306089697,-343.5873534084892,-417.37955715249535,339.4081692419132,-815.0764915214676,-363.7670023557699,763.1845736814513,382.0102039471238,617.6705336470318,-5.9883367697078915,-313.03349839410714,421.9403048519449,390.4409283002088,-41.548907621661954,436.0494310544217,88.91393069939888,694.0301270221503,-287.14899293660613,216.6184425467589,-275.2373685710941,-220.33581427339038,-404.34058119566726,-291.3556970500501,-17.468990439352137,-226.0170412126161,-151.35480391361162,237.30587456154345,307.3217439711722,179.10801740644283,426.6235147701647,81.94454018200999,-195.14725109163774,-91.2426216827553,190.77017672875743,265.1718652007388,369.05782263501,-170.90821964906743
macule,-2016.6986953631024,-2709.498064457445,-1477.262923913916,-908.9752836058619,-259.75190808502344,-1290.1518738996947,-1146.4286095170428,1492.6398012459445,1789.297395279949,606.2842773124082,927.4185410320953,71.52351782469302,-632.5177448110512,-1460.0591228788264,-598.6028615395969,36.788482796268674,379.59751077313166,483.7572949588159,264.59015570079333,-593.3441631834967,852.1342998564581,-611.8278187085641,-100.52078923523722,242.44384525570092,776.4547561244116,-216.69340081659067,302.7016049107453,-989.924285966783,21.346804549216095,-318.64970088431113,222.04110931151897,-488.4407868755561,-88.84140902308762,-296.5565517497827,2.370256777441412,142.52040184674146,196.62752828318236,167.1970664245573,284.0878319022256,143.82593709284833,-259.6401173474369,231.80735796858994,-438.9352745268714,-630.6080707435265,-112.00101294160822,-156.65367934999054,131.5900277443777,130.278756903753,-222.2093008689112,-168.3831641596155
macule,982.2308545582438,748.9761480369276,-1520.3331930365225,-965.8212283378164,513.0147198656422,-33.82238363166967,-816.6397132825733,604.9184395194578,-948.0729080910869,-548.8549663839635,-1360.7014385467003,610.1885273095261,-146.01784384015363,-1513.422967429166,-272.9292162235221,-494.546600486874,-328.8259488522217,-1348.4698949558642,-605.7314169605964,-540.3704164517941,-88.89372006171271,-624.0955335465137,306.33675874619996,-382.48570826910907,461.81049273228786,505.4456968582388,-276.0329851113492,-467.1612165773598,-401.8712060384136,-877.0344853954726,180.78330066636738,-276.88095899245,418.7954450988021,-29.687803288795482,-243.6480236995339,437.3679705600274,177.79066742570464,279.7796026331763,-645.7429526540042,249.18552138128024,-292.8884511213331,-593.8139905005169,-178.42472930563466,764.696916689916,67.03582217954657,-194.9898049458176,214.479073300774,500.09451678034736,158.43601163929785,-65.58357007293057
macule,1215.6799275082171,-1058.4897560131053,-1470.630726487916,-490.75147622144215,538.1343736114383,-59.89083733008207,-1369.0699321568832,754.1476079438977,1946.0434814998105,407.03817124748304,-478.39527777923036,-1549.7237068232027,-830.1406793860077,-1053.0448142580797,216.96263820389692,860.9484612560376,158.59548345223016,343.006890914187,-35.94076143913958,-591.7602701980782,275.78237419600885,606.7265807384989,-486.3216188490751,302.5596126685524,-403.16258271791867,693.599623247939,309.96740590896684,-149.4379433249236,-485.96089614393543,-294.9084710618532,-480.67659935505446,10.034061646944206,-917.8731707971262,535.1791686819383,179.41721653111395,-303.75769561033474,38.873661768283824,139.35974117542872,-268.7335358525246,434.2906641291954,499.0218001980067,391.3961528608938,-167.52778003292482,-118.17080001122493,30.924694916859657,-52.441610874187454,60.29081459162521,-116.2992500773435,449.85433332766627,13.802821097432174
macule,1545.4637674033986,-560.5441871914225,-2056.1697285779896,-929.6139564031165,949.659523110598,-599.9148475196246,-1381.5161469327554,-495.95737650856705,-2028.9047356426227,114.79987416237479,-996.7592695733949,-1928.2877375379664,-432.22600795719,-1519.353972413546,-25.60412911623725,-296.79621444832287,-412.09373625964315,-18.630577592527196,-272.9771231643028,689.5245712803546,-453.37079620441114,592.9527072442058,25.48682311518468,-513.6264788424492,8.071172711294759,-469.05982912025996,-157.2346876198324,-212.6066189719239,-477.31797823651056,176.6716639330957,307.74553007692293,275.3000421705844,-182.5223263400717,-127.73342255488167,305.07551952180614,64.79033201430687,726.132134246614,96.0695919275988,242.18331184963048,-25.035791740287934,1102.959792489198,20.742397362680926,6.040970669589303,-2.2555069863118504,282.06843650994404,66.01846997617417,467.42049214062365,-83.41961925869903,318.34167578591695,-261.55724290934705
macule,2308.9682945725312,-4171.4093273434155,-482.8042904968673,-87.03488537930104,775.8509998908621,-1311.8453796717217,-36.38076979241855,1088.1214867288902,687.3876630931329,1087.3348721325644,257.21363512262684,528.3623291780444,-615.9600232946618,-1054.5249936874704,-171.8398812814449,-279.6499449889579,-902.355218345356,750.9134472325346,-330.7486333471607,-151.717270991965,642.4959986298176,158.84833180132867,885.186768565965,713.6104792639545,-202.62793817003444,288.6066861162239,427.94148566652865,211.45700001635552,461.1727402649409,438.01396356975334,324.4968694845788,-134.50673081515916,-100.493086274861,469.04786902313964,557.5123180610484,104.43565260762342,-381.2616593046653,311.0540501379956,-81.28199707792896,-224.3974017869047,-293.87134618745415,341.3956558396124,487.99335687611006,-17.137533476477177,321.05785145914166,-231.31490461493655,253.13573602176893,40.30517807431448,-131.49612723919813,-104.46782479128453
macule,-1333.4328243679693,3917.5474303840765,-1296.1398784531884,-370.72947530962466,-303.6890553199403,2248.402044802767,819.1596441790583,690.5469255880369,-424.37858979602385,-553.4587088063105,964.2036549208237,-623.8640294541223,152.01214616948656,-1504.2021547304414,-257.1100288007752,1013.9778417732524,-409.16982183025675,-1019.6142114780203,-176.20332407840522,973.2719271611307,-130.36503732970476,-152.02749950464548,-91.13327448350032,-357.3899216466499,182.52078327414898,622.2163861540262,-54.078483597563846,733.0956430787124,-345.3269444503904,-645.6607232707057,-450.0864894828128,-187.2718231250695,174.0166184286749,43.71881935794288,-210.6904534918701,-10.377568279148912,183.07101247074004,-103.5581186730471,-162.84483093034981,-146.97756690254838,-445.5605638455614,-98.81646822622278,70.28109137702187,-39.125730744154765,272.9428479948993,66.09890479369858,-253.8509380706364,286.2986473335673,-249.15061429486386,-445.5765093435366
macule,-37.685302121853844,-2846.842155516919,877.4409396927713,-192.3531000350772,-900.9667348115394,-946.288556388704,472.4870540062522,951.710008844573,589.5787622463671,126.47028353255841,1118.1788906466386,-124.74687029138738,-530.8056899701386,-1633.6785603209582,-1058.0971354079247,-412.36364894534046,-598.8068454751964,188.14283234075432,667.6166581745265,-703.8907118422692,241.2728469940217,686.8422179650266,-550.0343062995762,547.861113175606,-347.73444057257365,-303.2310959896523,145.8967777958879,-144.08893552076393,447.7575897041457,-143.1721447677384,191.6745222080238,-389.8406090575142,250.8031475975109,-330.44008475186155,-84.25490415660356,-229.50847177333614,-7.08559222108775,56.40744347221957,-125.92684796754465,-55.97596855250534,-752.3644521125328,-599.9864283979049,0.4442135223598433,120.87622072871687,-15.135220023960596,350.0834338128787,318.5509855205581,66.26362349947962,431.14134607699054,206.7662687487199
macule,3242.8487239470264,1765.2915827666977,-2480.397330605883,137.01135647069313,-375.2931630666227,1561.5535716310465,-1202.4970142274713,-422.7426477184551,-1668.9353140497217,32.15917924376475,14.22319319407114,-1607.3937504729972,-282.81139974748936,-1402.2591217698948,-270.6245842970143,-312.8973930613265,163.62264577283597,-355.5709654594975,123.32103570985153,575.3354189353181,-200.02649387424637,-177.64102392606696,-115.07696115398139,-220.69822632300927,-404.3693009363906,-109.24843014169495,303.48497295579966,-192.31184321320578,212.9263168561093,-241.6714904067597,308.2471566914639,-316.8371694609125,-132.25461763305958,32.15967954860646,76.42057311993631,630.8384576548544,96.12644826101764,-80.75998097399251,-133.14793217713603,395.9865714995108,29.72785063891243,337.2139964975523,-236.06652781269446,327.68899488664806,114.49310230350883,-58.74193049744912,-330.5134784366825,-285.79864420630383,-487.5282065638637,351.39974022428123
macule,1734.7011493855014,853.8400502482897,-3091.7146552739932,206.48086552364083,1.323392259883572,1119.1356475153268,-1250.5142642503777,-701.7287150971841,-1941.022064072273,-247.9792393990981,-251.9213821098903,-1235.4989530145208,-373.2908850408299,-1266.8612467149678,-243.06139245421616,33.13837848522981,201.62359260110384,163.97606528680063,324.94183850820275,679.412386238657,-281.26757945487685,-236.39575727512056,-361.8413708064204,-41.5981411285676,-592.3482287709905,224.84080107900874,98.13605941104863,109.67944422225418,361.26960129282736,-116.44442696040271,318.3115503261099,-393.9290702346063,192.29442458976678,-318.9412857918998,-78.26659927237272,368.2850317226766,183.29043733084976,-210.7773327548519,285.5369104785106,377.8039322202926,268.4955166495717,170.35358715642275,-135.27603029953377,12.286435493865763,80.78047788454755,-234.22781370348847,-57.06339750928865,-206.30470456038208,-451.39400378689925,453.26438757123725
macule,321.9107146190631,-20.359798605064938,-3007.677486565579,-721.2630000233175,1224.9802919632573,-409.06584514774994,-1623.0369448892156,-576.2775118215346,-2472.777748658913,331.8817313950153,-845.7029196167208,-1503.8678557392768,-13.229853176665422,-1501.065135272981,66.24303229424406,-82.26088801145204,66.03695872853028,-113.74967583574778,143.92987101776296,677.8124812234762,-185.35128182024906,517.428229545299,244.03894768397515,-87.13166038291205,88.85327069532187,-192.6796733177429,-204.1759442218664,-356.5439523225456,134.40288819778218,119.53710139820876,127.1646374296558,178.25022767383257,-170.1589042373241,-485.99394119887404,67.06687671951576,31.489312850661907,577.5964367890203,-7.919801283918559,267.2611753004679,-70.86966957418903,1013.1822385952116,134.03023715082233,-48.78818717058917,304.70989640346386,233.88279194641703,-161.35889393494907,57.31673206533214,-59.37578271059534,145.9614998774422,123.56700212390062
macule,705.4600756607298,-636.9677984477098,-2833.8018245314797,-357.2634605598768,15.569809870178972,-223.05560097547942,-1132.1319740430686,-1180.2129657846626,115.2159301741102,-513.8158055778338,-988.2908241259325,1027.732479155296,-551.857507252678,-1121.4284761171689,79.3272298198691,-12.425918567186422,438.84290363237426,-667.3999426337773,-509.98495591848086,25.625859520389454,547.1110114706901,72.63666276173647,345.7006509066667,-98.26313557321716,552.6946058125006,-585.3403736165495,-541.1292964824551,522.0375428997811,615.2024886906788,266.81627918526044,44.351145471842266,142.1285274004188,-261.99399677445723,208.61221606839524,228.2565170389302,151.64895379292142,-276.4833119607654,-212.4341230395616,-328.31756073736136,110.09336468946954,-464.6190818474153,-277.97369178465505,216.44724260170136,400.8548568243386,-102.19269230932564,-202.84581333460366,-77.4894908075751,345.08758920859106,-263.7091702213544,-63.66907312306753
macule,-744.1595474106585,-4375.137473797052,1475.250243166505,-243.59864436455365,569.2190452177222,432.68021520536644,1938.2923729794345,-891.2007342286864,558.3692577551166,972.3608638361948,-128.16524932648042,-490.73282009012684,-231.08023266138665,-1212.4439897307154,932.34563940556,-6.757757837900235,-136.59586844436885,98.46983849909108,88.86646386017472,-207.10016248877287,842.1290082379599,241.3196366379068,278.10120497857423,-181.39599944968865,-291.803821524223,294.33455560105926,214.64423897619412,84.98820230091654,-134.20621805112324,-510.124704162428,-236.91702796570928,2.717677239697753,-280.26327034289943,18.130313697754,499.26713124186637,-234.69446791015307,56.09051204494971,442.0388251672717,-46.899139501925106,321.4055452080802,-9.898190165773016,170.22658811637652,-205.39401617974679,-359.0712192161029,-190.76589499382968,-346.9059727794769,65.27035826362044,-106.09264986261435,173.2573793410136,709.1171598493148
macule,3771.527787837556,1199.4102666118197,-2054.3709505768315,80.67846467898732,-70.4284990483124,890.2852305123243,-811.4258072126306,-1171.4935316487736,-1103.8289858774178,-466.27561915996864,-621.2613401439661,-1642.3362862418944,-791.1416390838999,-1340.2657343149015,-895.8046509153634,-659.668057843058,129.22508299470638,-44.85285916454383,-704.4057694682928,582.1483687625829,48.67663841807221,-652.8118089546003,-157.34368302187968,-548.3011492017985,-275.994500279433,-503.87265165282446,347.6863906642375,101.79314011726869,-177.2381858598256,-163.7259653170249,422.5724241704503,289.57961839890027,162.12451267830787,473.34653018911257,382.6515586750975,-82.60633477906377,129.637295080905,50.12574279829866,88.29269729316799,-292.3749156934648,-174.36839631724834,-177.4008004160331,29.15979798595551,252.78208717545297,129.7925872973919,34.491334470039966,336.5978310485052,223.68102225520775,421.0203977215792,17.28293645185316
macule,-306.0051200945068,1147.0402390378792,-3735.1074953739017,-475.75837527116204,633.3287101590233,133.31122425091073,-1516.3902874807927,-721.6527756882244,797.2156164596521,16.630179656394127,-141.07379221549917,603.493228048475,210.62938115469186,-1328.1797932379593,-374.5888173684493,-265.925860771043,602.0705645400416,275.8025598050558,1051.2738028402425,15.496744946640597,-150.4372521797962,-593.9388513910643,-80.13537412833396,-71.37093246116481,-20.266014312513903,-119.23637631476065,11.72611154639643,488.48886330521776,-49.40513101995247,728.1897353906755,-103.88509180169282,220.10675199714265,-189.65160909908928,-33.15582824381446,92.96385616685828,-663.7939602569993,-199.1218291276581,-182.9446655193762,-386.56806109096004,-206.99879958198505,-794.5989032110846,79.179309144455,222.35588625495507,-161.21386812820265,-298.2546872940088,223.9219998034254,486.70315813020807,-22.71917801374923,331.84912951353635,521.4508193285787
macule,-2341.857546354209,-2733.7717032755986,-1516.793853438555,-949.6114424583147,-32.99121321926681,-1693.9980784790282,-218.20844577951925,1003.3549233075114,1591.8541346727422,1036.5009973084336,796.7904152440393,-543.677198986313,-616.3523377335773,-1558.0445574299692,-880.2021387938133,-640.6853151153014,-289.1069324454551,341.4237538425621,844.0314578842381,-477.20779808614026,164.82440324091397,-373.4153974477115,-294.3441846788955,941.502400020965,392.11238759093266,-188.6182192967669,-201.17764145107463,93.20900447009298,223.71943287761516,562.5960731792868,66.3075649266158,-116.91710916583921,286.1022011131695,-137.2795437076437,-305.72550295600075,-441.1396612012025,12.934945469192904,-129.82154433213884,363.2205244779478,32.94722964553997,-753.6470143658125,26.702094443988546,-125.75716145368264,385.99439720141754,-413.7273462420665,12.982398326430719,-22.536300274078176,-137.86633465779067,-91.28424427441445,344.80913503851843
macule,1507.9696019206274,1699.8475463981015,-2376.93249145398,-171.52760023252603,363.2213432306852,823.6183685257639,-1151.9163974238597,-1056.550595828554,-1997.4138743030574,-460.37830184256205,-474.95510202929364,-1466.297073527045,-15.493195276033239,-1364.3254469659787,-338.4525825041348,-618.8375343305534,295.6233691052096,-448.0455311535172,-135.10056614574486,570.0425610147648,-85.82404062156984,339.79189448970425,-17.11007801203344,-711.962477408143,172.98598200926685,387.1532275254368,-3.063625573233912,62.1079668901073,103.19603040565634,690.8176250474019,-128.79083057735326,87.03534995725623,-396.50001800622766,105.09579603587083,-510.5895153680686,7.304965830791299,204.79692155728011,-174.382503211678,-303.2758521236222,432.28497454056816,220.4942037737841,-135.72500390105324,208.28282181269822,285.2016602808334,-366.40510233751496,-231.23446652628593,73.8665130118217,72.77699578067272,342.56579982155966,-37.85208290781155
macule,410.23303586531785,-3132.779328548322,-1636.1601403327638,-286.450705921759,893.537393175717,-1666.721533542876,519.8993885818602,261.53803070761325,1133.4949770313335,1203.2267329808828,635.1030862386746,499.49074279006527,-62.32995521098588,-1288.010265992785,-617.9769277969721,-562.3290785297397,-379.57466389354795,337.2637340842077,488.7612453344635,48.549027464064295,-183.34265544645334,-114.38640458679218,-407.43182643664426,270.11319218451206,-416.82560147552033,-157.94220130386705,247.0191938651511,502.87254407779784,177.10541597361524,99.74495152633646,55.38660384932404,532.440523566935,174.28263023340483,36.62872416588341,51.256058247230676,16.08788847169083,-280.8060424331264,29.018506009476454,81.20148270631805,133.8590730851505,27.74565566369313,-340.59297602269066,-124.38113045129182,394.2391740228423,19.848309356052678,132.36867165115234,-533.2877508580924,138.35021603192837,177.22324436040194,30.11743749989195
macule,1270.273036460957,1601.0719478218923,-1446.0289682013135,-854.7508930285188,412.2640748847501,327.764162188384,-1146.902743457724,788.5577070522264,-2100.382706522758,-1152.43433404303,-18.431252904939026,-153.77777529014043,523.4491718525464,-1570.6244318884897,-1228.7349169649185,-264.64466788833386,359.05041648386117,-448.46914539798314,-854.4732797400296,692.6223328692304,945.8788692464756,-215.75042158262534,245.06961907208984,-64.5116955683153,-383.9372491971521,60.074752788092155,-156.1909823291869,-425.5013815517602,-317.96479998151517,485.65594803751736,-65.00571532364953,-389.5452969065051,474.8394250660888,149.03814551403997,-245.38430097373444,-544.1268960875427,-299.99475642548714,-144.79453807168898,48.08541263546987,872.9002458938324,11.061723129964795,121.29833049716599,529.8544584674614,45.33709985645917,-87.15879921019175,-288.82858960788553,182.3030274722056,-33.82057139872071,141.7620611464371,4.25716567775208
macule,1766.134779835516,-2775.3460326421314,-1595.6632981700736,-230.22690250708803,805.2768940681987,-1357.8438528368363,-716.7320435381798,1063.5376956322752,1731.5862301857298,1009.7694501101312,303.10461847713617,-234.22712162197735,-545.722195050484,-1068.9101785634082,-546.2887555212039,-65.6947665996382,62.347714886603804,690.5431361577637,455.6313693745318,29.952056241015164,348.04706001272206,-334.69270327504813,-319.3377551049594,401.9526190106697,337.2416888335376,30.45880816216624,252.61200679865917,-488.8729886003527,-83.8356753876,43.47497444661097,243.91986868157394,-130.51271105985526,-276.1634125952303,36.18472943937737,-152.02595484251336,172.45966137286732,499.9502061159493,-186.3455030110908,724.8301618262672,148.8644381291721,-709.6441275975393,153.49396176217041,12.549585149931664,-197.11308256958438,-119.45741693438228,-366.44037131422454,-233.57727233150743,93.40297999310432,191.07930408757008,166.6491524057555
